CustomerID,Name,Gender,Age,Annual Income (k$),Spending Score (1-100),Address,Occupation,City
227,Robert Scott,Female,44,73,25,"344 Garcia Alley Apt. 867
Ianborough, TX 84147","Surveyor, planning and development",East Martin
228,Joseph Guzman,Female,26,32,20,"41790 West Terrace
Port Mark, IA 34443",Senior tax professional/tax inspector,Lake Michellemouth
229,Jamie Kent,Female,31,165,13,"3729 Garcia Locks Apt. 748
North Chrisfurt, AL 40534","Education officer, environmental",Deanchester
230,Cheryl Hampton,Female,68,78,16,"6203 Dustin Mews
Port Christina, WA 82631",Scientific laboratory technician,Lake Tracy
231,Richard Cummings,Female,62,107,92,"809 Jennifer Grove
Timothyland, NE 26635","Embryologist, clinical",Martinbury
232,Ariel Smith,Male,48,141,56,"0898 Ruben Bridge Apt. 691
Jensenhaven, MI 60471","Buyer, industrial",North Catherineshire
233,Sarah Lane,Female,18,51,50,"85465 Robin Flat
Lake Kathryn, NH 70095","Engineer, technical sales",Lake Kellystad
234,Michelle Cook,Female,26,15,38,"280 Destiny Loaf Apt. 139
West Patrickstad, ID 97316",Consulting civil engineer,Martinezview
235,Devon Gray,Female,55,34,22,"850 Joseph Lights Suite 720
Susanview, AS 40818",Animal nutritionist,South Kristin
236,Patrick Sanchez,Male,69,192,17,"7504 Tonya Landing
South Teresaberg, MI 54365","Psychologist, clinical",Tinamouth
237,Audrey Campbell,Female,31,69,93,"329 Morton Estates Apt. 182
South Davidborough, ND 96043",Meteorologist,Lake David
238,James Ramirez,Female,48,36,34,"5928 Horton Squares Apt. 849
Hendersonfurt, NM 99081",Herbalist,Carrilloport
239,Paige Gilmore,Male,49,167,97,"38933 Barry Manor Apt. 186
Robertport, GU 00881",Occupational therapist,Andrewsmouth
240,Joshua Hines,Male,27,94,100,"0363 Wu Overpass Apt. 642
Gonzalezfurt, HI 05494",Naval architect,South Amandaside
241,Christine Gilbert,Male,50,88,43,"01468 Jennifer Vista Suite 703
Martinport, PA 83244",Television camera operator,Grantview
242,Ronnie Le,Female,59,72,72,"1307 Maldonado Ville Apt. 379
West Thomas, NE 57553",Museum/gallery exhibitions officer,Wandaville
243,Brandon Williamson,Male,23,199,29,"135 Christopher Track
West Ryan, WA 39401",Environmental education officer,Tristanton
244,Jeremiah Waters,Female,45,180,100,"USS Moreno
FPO AA 12242",Adult guidance worker,Davidborough
245,Michael Phillips,Female,19,153,19,"4208 Zimmerman Loop
Travisborough, ID 00791",Video editor,West Shawna
246,Jaclyn Lewis,Female,36,29,62,"8653 Jones Union Apt. 052
Monicaview, NM 57112","Engineer, electronics",Colemouth
247,Jonathan Walker,Male,52,118,59,"PSC 5361, Box 5146
APO AA 94604",Psychiatric nurse,Franklinberg
248,Anna Cook,Female,50,91,44,"523 Meagan Flats
Sullivanberg, MA 06338","Engineer, petroleum",Port Thomasstad
249,Calvin Nolan,Male,68,190,45,"4043 Fields Trafficway Apt. 391
New Meaganshire, AL 68553",Applications developer,Mitchellberg
250,Patrick Soto,Female,50,181,33,"257 Taylor Pine Apt. 020
Benjaminburgh, CT 08449","Engineer, production",Port Brenda
251,Samantha Zimmerman,Male,57,123,64,"USNS Alvarez
FPO AA 63908",Insurance broker,Jacksonport
252,Mary Garcia,Female,33,59,14,"281 Todd Station
Heatherview, CO 64943","Designer, textile",Mariahberg
253,Jonathan Gray,Female,25,19,56,"52459 Mcintyre Island Suite 680
South Erin, MS 49198","Lighting technician, broadcasting/film/video",South Lisashire
254,Mary Garcia,Female,36,17,57,"USNV Pace
FPO AA 90494",Toxicologist,Kellyshire
255,Edward Myers,Male,52,80,20,"7726 Bryan Extensions Apt. 467
West Luisview, PR 51432",Meteorologist,Matthewchester
256,Christopher Holmes,Male,22,59,13,"38622 Melissa Loaf Apt. 082
West Teresa, AL 13175",Media buyer,North Amandaburgh
257,Thomas Villegas,Male,20,94,34,"518 Barajas Camp Apt. 164
Sullivanborough, GA 52180",Forensic scientist,North Tylerfort
258,Sarah Mclean,Male,45,120,28,"Unit 3484 Box 0233
DPO AA 45625",Copy,West Andrew
259,Tony York,Male,67,56,6,"USCGC Simon
FPO AE 72839",Product/process development scientist,Whitneychester
260,Melissa White,Female,21,35,20,"373 Matthew Burg
East Don, CT 49502",Landscape architect,Arellanoton
261,Charles Harrell,Male,18,132,93,"994 Bernard Isle
Christinafort, TN 78569",Podiatrist,New Deniseborough
262,Aaron Cannon,Female,48,185,32,"34515 Gary Run Suite 293
Clayville, MP 76991",Nature conservation officer,East Matthew
263,Mary Coleman,Male,64,167,41,"58270 Crawford Road
Shannonchester, AS 92598",Medical physicist,Bowmanfurt
264,Andrea Lee,Female,27,69,45,"USNS Mccarthy
FPO AA 95737","Pharmacist, community",Amandaton
265,Derek Barnett,Male,48,160,56,"141 Scott Squares
Teresaview, VI 45297",Editorial assistant,Lambside
266,Cynthia Cook,Female,67,38,76,"51965 Ortega Radial
Millerport, DC 95620",Chemical engineer,Port Williamside
267,Bryan Jacobson,Male,42,64,4,"33213 Michael Street
Rodriguezland, PA 67577","Designer, multimedia",New Angela
268,Alyssa Mason,Female,66,34,91,"4284 Wells Orchard Suite 130
South Isabel, WV 01216",Wellsite geologist,Smithtown
269,Edwin Price,Female,25,38,9,"83729 Taylor Passage
New Shelleyton, MO 52321",Biomedical engineer,Curtismouth
270,David Howell,Female,40,16,32,"6202 Clark Lock
Lake Michael, WA 91886",Lobbyist,East Laurenland
271,Valerie Diaz,Female,23,102,47,"5508 Lindsey Lake
Davisside, CT 94823","Psychologist, prison and probation services",West Kaylaton
272,Dennis Palmer,Male,40,95,100,"6767 Mcfarland Locks
New Christopherland, MA 53150",Financial risk analyst,Albertland
273,Michaela Durham,Female,34,60,50,"2166 Cynthia Ridge
Whitemouth, AZ 07750","Loss adjuster, chartered",North Ricky
274,Tara Ellis,Female,52,200,39,"51628 Phillips Stream
Matthewland, IA 94919","Librarian, academic",Port Emilymouth
275,Robert Robertson,Female,20,85,29,"2566 Garcia Squares Apt. 853
Johnside, CO 87646",Automotive engineer,North Robertshire
276,Sherri Edwards,Male,39,80,60,"Unit 2298 Box 8743
DPO AE 27806",Adult nurse,Lake Aaron
277,Ms. Olivia Cohen,Female,28,191,27,"49252 Stephanie Bypass
West Patrickburgh, MO 81996","Conservator, furniture",Lancehaven
278,Tracy Gonzalez,Female,65,16,60,"7703 Howard Stream
West Davidmouth, MH 77275",Cartographer,Ruizchester
279,Joshua Floyd,Female,26,165,32,"8397 Moran Ville
Port Brookeside, OH 90321",Hydrogeologist,South Jenniferborough
280,Deanna Wade,Male,58,23,35,"76608 Leon Turnpike Suite 923
North Dawn, KS 55250",Field seismologist,North William
281,Monica Jordan DVM,Male,37,70,34,"43483 Shannon Fields Apt. 363
Jerryberg, MP 85651",Fashion designer,Chaseview
282,Keith Morgan,Male,47,39,64,"049 Connor Wells
Port Justin, MT 48368",Patent examiner,Robertsfort
283,Chad Ortiz,Male,63,94,24,"529 Green Forge Apt. 863
Haleytown, MA 29236",Office manager,Brianbury
284,Jocelyn Hawkins,Male,49,47,45,"9257 Nathan Mills Apt. 685
Port Stephanie, MI 44565","Scientist, research (maths)",South Beth
285,Melissa Sampson,Male,34,134,10,"2291 Vazquez Hills
Port Stevenhaven, MH 50136",Pension scheme manager,North Billbury
286,Deanna Cruz,Male,51,179,10,"4726 Carter Cove Suite 141
Martinstad, NV 30137",Tree surgeon,North Tony
287,Stephen Garcia,Male,65,151,72,"0664 Doyle Vista Suite 988
Nguyentown, VA 32615",Media planner,South Taylorport
288,Terrence Sanchez,Female,42,28,73,"4065 Erin Center Suite 881
Arielhaven, SC 64983","Librarian, public",Tamitown
289,Aaron Ramirez,Male,53,123,25,"445 Wilson Terrace Suite 244
South Ashleyside, CO 21924","Solicitor, Scotland",West Taratown
290,Karen Snyder,Female,48,143,78,"06395 George Walk
Munozfurt, PR 55766",Transport planner,Lake Christopherburgh
291,Jonathan Cooke,Female,38,88,8,"USCGC Bowen
FPO AE 78575",Location manager,Floreshaven
292,Anthony Foster,Female,68,184,46,"390 Erika Drive Suite 509
Pughside, AK 29872",Charity fundraiser,Port Derekchester
293,Terri Griffin,Female,44,141,71,"190 Charles Rue Suite 825
South Darrell, AK 16868",Occupational hygienist,Ronaldville
294,Joseph Owen,Male,50,27,6,"191 James Lake Suite 708
Lake Ashley, PA 65978",Medical physicist,Turnerhaven
295,Bryan Mcgrath,Male,53,192,3,"6375 Stevenson Square
Mcgeeside, MO 69810",Illustrator,North Lauren
296,Tammie Brown,Female,22,52,97,"729 Lewis Square Apt. 391
Schmidtfort, ID 97559","Sales professional, IT",West Robertaton
297,Sarah Gibson,Male,31,76,23,"952 Martinez Burg Suite 181
Williamschester, PA 90981",Charity fundraiser,West Olivia
298,Eric Ross,Male,59,17,3,"1717 Matthew Ferry Suite 393
East Georgefort, MP 01411","Engineer, structural",Riveraville
299,Kristin Ritter,Female,20,38,84,"63965 Mary Motorway
Reneeton, KS 32425",Oceanographer,Lorifurt
300,Rachel Knight,Male,55,70,56,"Unit 0996 Box 9057
DPO AP 14043",Naval architect,West Nicholashaven
301,Kayla Burns,Male,40,170,99,"USNV Harper
FPO AP 00514",Company secretary,East Gabriellaberg
302,Mr. Christopher James,Male,55,112,91,"22528 Williams Land Apt. 047
North Kirstenland, DE 73099","Engineer, energy",Carlyfurt
303,Tommy Schultz,Male,64,52,63,"9414 Melanie Springs Suite 726
Stricklandmouth, IN 79806",Hydrogeologist,Larryburgh
304,Barbara Carr,Female,21,129,37,"48509 Andrew Trace Suite 503
South Briana, RI 35158","Scientist, research (life sciences)",Port Erinstad
305,Gary Rice,Male,33,90,7,"3628 Micheal Avenue Apt. 170
North Markchester, NC 84782",Insurance claims handler,South Antonioview
306,Alison Nguyen,Male,46,152,60,"40771 Robert Mill Suite 217
Christopherborough, IL 14573","Designer, textile",South Adammouth
307,Heather Martin,Female,44,199,49,"2017 Steven Mountains Apt. 623
West Dylan, KS 83744",Lobbyist,Maystown
308,William Rivera,Male,46,166,48,"09347 Lane Ford Suite 708
Lake Catherineborough, UT 58609",Leisure centre manager,Martinmouth
309,Diana Sanchez,Female,61,74,1,"16307 Brandi Locks
Kelleyfurt, KS 31140",Recycling officer,East Jennifer
310,Michele Jones,Female,35,136,54,"39644 Travis Rapid Apt. 181
East Aaronbury, VT 63469",Chief Financial Officer,South Jessicamouth
311,Lauren Rivera,Female,44,150,98,"34341 Aaron Pike
Garyton, SC 50488",Primary school teacher,New Sharon
312,Andrew Campbell,Male,18,71,66,"5305 Friedman Glen
Danieltown, SC 15484",Chief Financial Officer,Port Robertmouth
313,Todd Price,Male,31,193,82,"4871 Daniels Creek Apt. 789
Michelleland, IL 27008",Energy manager,South Deborah
314,Kathleen Lozano,Male,48,58,19,"5228 Christopher Bridge Suite 717
South Christopherberg, MN 80681","Engineer, manufacturing systems",Delgadoberg
315,Cameron Villegas,Male,66,52,91,"48769 Davenport Point
Lake Kylebury, LA 22097",Public librarian,Barneshaven
316,Christy Whitney,Female,53,30,58,"969 Terrence Court
Jacksonland, WV 99045",Clinical biochemist,Tyroneshire
317,Nathan Davis,Female,21,40,96,"977 Thomas Highway Suite 566
Christopherstad, OR 20585",Intelligence analyst,Dannytown
318,Stephanie Rivas,Female,34,169,19,"424 Julia Stravenue Apt. 178
Lake Bobby, PW 25444",Field trials officer,Walkerhaven
319,Michael Williams,Male,45,130,100,"88905 Jeremy Flat
New Krista, AZ 08425",Mudlogger,Lloydburgh
320,Cheryl Cummings,Male,40,28,36,"8970 Allen Lake Apt. 989
East Angelaton, SC 88463","Psychologist, counselling",Amandachester
321,Zachary Martinez,Female,22,133,90,"85031 Brian Parkway
South Johnland, OK 16796","Engineer, manufacturing systems",New Shelby
322,Daniel Hale,Male,30,39,49,"34665 Haley Pines Suite 443
Port Patrickport, CT 32926","Journalist, broadcasting",West Benjaminborough
323,Charles Swanson,Male,70,44,38,"91439 Kelly Burgs
South Derrick, ME 89935",Banker,Kimberlyshire
324,Shawn Scott,Male,39,131,99,"77596 Elizabeth Views
Masseyfurt, PA 77536",Academic librarian,Gibbsport
325,Stephen Simmons,Female,61,150,49,"179 Stephanie Loaf
Port Kaylafort, IL 22751","Teacher, secondary school",Port Robinville
326,Russell Thomas,Female,62,82,39,"12818 Lewis Row
South Charlesville, AZ 52265",Education administrator,Cannonchester
327,Nathan Lewis,Female,65,28,76,"7738 Brown Plaza
Ronaldtown, DE 34149","Lecturer, higher education",Timothystad
328,Jared Thompson,Female,27,150,63,"179 Sarah Via
Port Jessica, ME 70279",Landscape architect,New Annaside
329,Julie Robinson,Female,42,32,76,"643 Mathews Rapid
Prattside, PR 16976",Adult nurse,Lake Pamelaland
330,Karen Jones,Female,69,31,2,"0955 Bennett Heights Suite 724
Alvarezville, NM 59615",Risk manager,New Chelsea
331,Stephanie Perez,Female,29,33,29,"66023 Jessica Ridges
Stevenburgh, OH 63974",Volunteer coordinator,Geraldhaven
332,Brandon Frank,Female,35,63,5,"6879 Ingram Points Apt. 001
Garciaton, PR 87676",Advertising account executive,Lake Jeffreychester
333,Alexander Hood,Male,34,182,53,"76094 Anthony Mountain Suite 887
Christopherport, NC 40862",Photographer,Carolborough
334,Antonio Patterson,Male,30,125,74,"1145 Johnson Prairie
Michaelborough, MT 95180",Naval architect,New Juliefort
335,Michael Miller,Female,18,111,49,"PSC 4820, Box 6281
APO AE 19774",Recruitment consultant,Vazquezberg
336,Jake Lowery,Female,40,158,65,"656 Webb Falls Apt. 050
Lake Janet, VA 91373",Audiological scientist,West Juliemouth
337,Sharon Arnold,Female,67,59,10,"484 Medina Stream Suite 223
East Davidbury, PA 93335","Chemist, analytical",Garnerbury
338,Katrina Lawson,Male,69,177,54,"07281 Smith Ways
South Ashley, GA 43883",Publishing copy,Bryantside
339,Anita Jenkins,Female,47,87,84,"USNV Howell
FPO AA 71313",Patent examiner,Andersonville
340,Julie Malone,Female,39,106,76,"9892 Manning Manors
South Paulaberg, VI 22933",Archivist,Davidfort
341,Jessica Long,Male,42,152,47,"37168 Cody Mall Suite 384
New Christine, OR 87320",Training and development officer,South Ariana
342,Brenda Perez,Female,62,155,58,"666 Shaw Estates Suite 432
Floresburgh, AL 25814",Cytogeneticist,Lake Scott
343,Deborah Lee,Male,26,54,51,"1301 Pruitt Fall Apt. 399
West Sarah, MI 44672",Data scientist,Rojasbury
344,Jane Morris,Female,26,166,69,"USCGC Henry
FPO AA 22774",Neurosurgeon,New Garymouth
345,Kelly Jimenez,Female,56,158,55,"830 Richard Lane
North Davidton, IA 71894",Local government officer,South Margarethaven
346,Kathleen Stone,Female,50,100,2,"04933 Gillespie Park
Woodport, PA 14521",Network engineer,Molinaview
347,Katherine Wagner,Male,42,94,34,"5991 Erin Hills Suite 600
Shepherdberg, NV 97150",Equities trader,Davidsonhaven
348,Bruce Riggs,Male,55,86,50,"Unit 3061 Box 2601
DPO AP 42932",Analytical chemist,Markbury
349,Stephanie Ali,Male,57,88,30,"925 Park Dale
Robertberg, AS 81880",Copy,Brianstad
350,Gerald Franklin,Male,34,20,89,"1499 Pratt Rapids
Juliemouth, MI 01958",Gaffer,Andrewchester
351,James Gordon,Male,55,67,72,"123 Lawrence Manor Suite 993
Snydertown, ME 94137",Health physicist,Edwardmouth
352,Danielle Hernandez,Female,57,77,9,"83593 Anthony Well Apt. 479
Hinesborough, NY 45850",Careers information officer,Port Lauren
353,Michael Drake,Female,18,90,6,"1288 Kelley Road Suite 338
North Sarahmouth, CT 80866",Cabin crew,Morseton
354,Laura Allen,Male,21,101,92,"USS Mann
FPO AP 55145",Fisheries officer,Owensside
355,Nicholas Bailey,Female,52,148,21,"1820 Douglas Villages
Colinchester, MO 39786",Broadcast engineer,Holmesside
356,Michael White,Female,32,72,91,"7198 Cummings Stravenue
Fitzgeraldstad, AS 28633",Community education officer,South Michaelmouth
357,Amber Juarez,Male,52,99,26,"817 John Islands
East Lindsay, NH 51419","Psychotherapist, dance movement",New Frederickshire
358,Wendy Mcconnell,Female,38,93,3,"PSC 0554, Box 1010
APO AA 43142",Accounting technician,Nancyfurt
359,Donna Beck,Female,44,84,47,"994 Bethany Extension
Nathanielmouth, OK 24153",Race relations officer,Adamtown
360,Lisa Williams,Female,62,44,23,"149 William Ports
Scottville, IL 92793",Adult nurse,Lake Tommy
361,Jerry Smith,Female,56,53,38,"6637 Amanda Gardens
Brandonhaven, RI 61202",Oceanographer,East Michaelside
362,Vincent Ramos,Female,22,26,57,"373 John Station Suite 927
Lake Bradside, TN 28885","Nurse, children's",Alvarezburgh
363,Erin Bruce,Female,69,184,31,"4640 Smith Stravenue
East Brendamouth, NM 51844",Paramedic,Sethtown
364,Caitlin Snyder,Female,18,130,25,"572 Sanders Trail
New Adam, NY 32549","Copywriter, advertising",North Erika
365,Roger Walton,Male,41,126,30,"98623 Amber Isle
West Gregoryside, AR 91108",Personnel officer,Gibsonburgh
366,Julian Butler,Female,57,140,91,"4158 Timothy Stravenue
Mcguirehaven, OR 21169",Music therapist,Port Cynthia
367,Samantha Parker,Male,43,185,88,"PSC 9933, Box 0357
APO AA 97746",Personal assistant,East Lisaview
368,Timothy Brown,Female,62,51,62,"9010 Stephen Via Apt. 850
Castillostad, DC 54394",Heritage manager,West Tina
369,Allison Hunt,Male,44,65,63,"5490 Chandler Corner Suite 074
Anthonystad, TX 77829","Psychologist, occupational",Port Pamela
370,Erika Christensen,Male,69,58,64,"USCGC Herrera
FPO AA 90133",Tourism officer,Lopezborough
371,Jesus Farley,Female,59,199,26,"601 Simpson Ramp Apt. 468
North Lauren, NY 35416",Planning and development surveyor,West Jennifer
372,Jennifer Thomas,Female,36,131,37,"319 Knight Villages Suite 736
Port Lisa, CT 20463",Waste management officer,East Stephanieborough
373,Edwin Anderson,Female,64,176,55,"90505 Vargas Shore
Johnport, MN 40161","Programmer, systems",Peckfort
374,Barbara Gonzalez,Female,53,171,9,"8885 Perkins Mission
Davidton, AR 76870",Equality and diversity officer,North Amberfurt
375,Kerry Hayes,Female,65,64,38,"1559 Lynn Run Apt. 642
Manningbury, ID 45280",Computer games developer,West Lauraton
376,Christina Dudley,Male,66,138,84,"Unit 7165 Box 9905
DPO AE 48821","Engineer, communications",East Jeff
377,Ashley Wright,Female,61,174,32,"147 Julie Fords Suite 413
Larryfort, HI 79785","Exhibitions officer, museum/gallery",Martinezton
378,Alexandra Williams,Male,39,122,34,"63121 Joseph Roads Apt. 249
New Stephanie, NM 37938",Mining engineer,North Marissaside
379,Stanley Hernandez,Male,19,151,94,"4262 Roberts Loaf Suite 877
New Carol, GA 05488",Civil Service administrator,Toddville
380,Caleb Young,Female,49,85,92,"3247 Laura Ridges
Annehaven, MO 48716","Psychologist, prison and probation services",Lake Rachelmouth
381,Leah Green,Male,40,90,64,"Unit 1054 Box 5489
DPO AE 57179","Engineer, manufacturing systems",South Craig
382,Angel Mcgrath,Male,70,23,52,"765 Justin Springs
Margaretbury, ID 28412","Education officer, museum",Gonzaleztown
383,Kathryn Brown,Female,44,128,13,"90601 Kirk Course
Nguyenhaven, OR 10355",Chiropractor,Port Joshuastad
384,Amy Stewart,Female,25,116,42,"USNV Thompson
FPO AA 47820",Electrical engineer,Port Angelaland
385,Jennifer Wilson,Male,46,73,28,"03946 Laurie Way Suite 838
Stevensview, PR 78530",Glass blower/designer,Jeffreyville
386,Max Robinson,Male,62,195,24,"50152 Walker Brooks
Vincentborough, AZ 63574",Community education officer,North Sonya
387,Cynthia Smith,Female,45,95,26,"49867 Michael Estates
Davischester, WV 23978",Freight forwarder,Christinamouth
388,Rebecca Schroeder,Male,19,20,47,"Unit 4410 Box 5960
DPO AE 88180",Automotive engineer,Tiffanyfort
389,Amy Garza,Male,20,165,47,"97092 Livingston Flat
Joseton, WI 51319",Charity fundraiser,Bradleyfort
390,Zachary Gonzalez,Female,56,162,66,"18744 Brittany Lodge Suite 279
Chaneyhaven, PA 84767",Curator,Jacksonland
391,Kevin Warren,Female,29,36,85,"9826 Smith Extensions Suite 044
Smithmouth, AK 53673","Social research officer, government",West Adam
